OBJECTID,PlotID,SiteName,PreviouslyEvaluated,EstablishmentDate,Project,PriorityOrder,SamplingApproach,BaseOver,DesignStratum,MultidensityCategory,FieldOffice,DistrictOffice,AdminState,StateCode,SpeciesState,County,WetlandIndicatorRegion,LRR,ElevationFt,CowardinAttribute,Allotment,DesignLatitudeWGS84,DesignLongitudeWGS84,OfficeEvaluator,EvalStatus,OfficeEvalDate,NotSampledReason,RejectEvidence1,RejectEvidence2,OfficeEvalComments,AccessNotes,DistancefromRoad,PlotLayoutComments,AdditionalGuidanceNeeded,SampleTiming,Monumenting,BLMComments,BLMContact,Hitch,Hitch Notes,CollectWQ,CollectAnnualUse,CollectHummocks,Supplementals,GlobalID,CandidateReference,created_user,created_date,last_edited_user,last_edited_date,x,y
3157,AK-GLFO-RW-24699,,No,,AK_GlennallenFO_2024,199,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Southeast Fairbanks Census Area,Alaska,X,2547.93961120605,,,63.3315298044639,-145.754289847261,Ryan Choi,Random - Oversample,5/8/2024 9:00:00 PM,,,,Forested site W of River; Unknown LZ potential; Might be possible to ford R with packrafts?  ,Only 0.43 mi from Pipeline Spur pad - but required crossing of Delta River - possible packraft or helicopter??,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),18abc7b6-87a5-42e3-87c7-31cc2388b41f,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:18 AM,jascott7,7/1/2024 2:32:12 PM,-145.754289847,63.3315298050001
3158,AK-GLFO-RW-24700,,No,,AK_GlennallenFO_2024,200,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,1595.10268701172,,,61.8742267684709,-145.388409510819,Ryan Choi,Random - Oversample,5/8/2024 9:15:00 PM,,,,Forested site SW of Copper Center; Possible LZ 0.14 mi to SW,"Helicopter access, Willow Creek watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),accb9040-dbe0-45a0-8fd9-2c576772ac25,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:19 AM,jascott7,7/1/2024 2:32:14 PM,-145.388409511,61.8742267690001
3159,AK-GLFO-RW-24701,,No,,AK_GlennallenFO_2024,201,Random,Over,AK_GlennallenFO_2024,Prescribed Burn,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,4839.06607653809,,,62.7894986560154,-146.263991705135,Ryan Choi,Random - Oversample,5/8/2024 9:15:00 PM,,,,Alpine vegetated site in Alphabet Hills; Potential LZ in site vicinity,"Helicopter access, AH burn area; Outlet West Fork Gulkana River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),5b21d702-01a9-451f-b4a9-183cb4be2f24,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:21 AM,jascott7,7/1/2024 2:32:16 PM,-146.263991705,62.789498656
3160,AK-GLFO-RW-24702,,No,,AK_GlennallenFO_2024,202,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,3823.69430163574,,,63.4175926654791,-147.361363294546,Ryan Choi,Random - Oversample,5/8/2024 9:30:00 PM,,,,Vegetated site in foothills of Alaska Range between W Fk & Main Susitna Rivers; Potential LZ in site vicinity,"Helicopter access, East Fork Susitna River-Susitna River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),9bb30a38-98b9-4ca4-b513-c0bcbe01fe83,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:22 AM,jascott7,7/1/2024 2:32:18 PM,-147.361363295,63.4175926660001
3161,AK-GLFO-RW-24703,,No,,AK_GlennallenFO_2024,203,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,5839.73302783203,,,62.8002490624744,-143.134534814087,Ryan Choi,Random - Oversample,5/8/2024 9:30:00 PM,,,,Alpine ridgeline site N of Buck Ck in Mentasta Mts; Possible LZ on ridgetop,"Helicopter access, Little Tok River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),6ad00ecf-f78c-470f-8b7e-bbc9c9c9d580,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:24 AM,jascott7,7/1/2024 2:32:20 PM,-143.134534814,62.8002490630001
3162,AK-GLFO-RW-24704,,No,,AK_GlennallenFO_2024,204,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,W,4503.97953308105,,,62.6157994188925,-148.58439994246,Ryan Choi,Random - Oversample,5/8/2024 9:30:00 PM,,,,Alpine site in cirque basin; Unknown vegetation status; Possible LZ in site vicinity,"Helicopter access, Fog Lakes-Fog Creek watershed E of Talkeetna",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),02204c92-e424-4bb6-be7a-a39ff1f6734f,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:25 AM,jascott7,7/1/2024 2:32:22 PM,-148.584399942,62.615799419
3163,AK-GLFO-RW-24705,,No,,AK_GlennallenFO_2024,205,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Denali Borough,Alaska,X,4391.68618664551,,,63.5945824080882,-147.554434904063,Ryan Choi,Rejected - Project manager approved,5/8/2024 9:30:00 PM,Non-target - Permanent deep water,Glacier/icefield; Not safe to land,Rejected from imagery,,,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),cfcf387f-7b46-4cd2-9b2b-dfc59f1ef734,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:27 AM,jascott7,7/1/2024 2:32:24 PM,-147.554434904,63.5945824080001
3164,AK-GLFO-RW-24706,,No,,AK_GlennallenFO_2024,206,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,3105.17893188477,,,63.1162241940649,-147.570109228706,Ryan Choi,Random - Oversample,5/8/2024 9:30:00 PM,,,,Vegetated site 0.8 mi W of Denali Hwy & 500' vertical,1.2 mi W of Susitna River bridge on Denali Hwy; Possible trail ENE of site visible in satellite imagery starting from gravel pull out at road bend ,0.8 mi W of Denali Hwy,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),b24fa6dc-7d80-43ae-b6e8-cc81fc4705e9,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:29 AM,jascott7,7/1/2024 2:32:26 PM,-147.570109228,63.116224194
3165,AK-GLFO-RW-24707,,No,,AK_GlennallenFO_2024,207,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Southeast Fairbanks Census Area,Alaska,X,3175.97415667725,,,63.6022623777038,-145.973749630095,Ryan Choi,Random - Oversample,5/8/2024 9:45:00 PM,,,,Vegetated site 3 mi W of Richardson Hwy - required crossing of Delta River; Possible LZ 0.1 mi N & S of site ,"Helicopter access, Outlet Delta River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),7f5e3d32-12f7-4f4e-a152-9e6326f8c25b,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:30 AM,jascott7,7/1/2024 2:32:29 PM,-145.97374963,63.602262378
3166,AK-GLFO-RW-24708,,No,,AK_GlennallenFO_2024,208,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,2196.15769604492,,,62.6282032005516,-144.773465050756,Ryan Choi,Random - Oversample,5/8/2024 10:15:00 PM,,,,Vegetated site W of Chistochina River; Possible LZ in site vicinity,Helicopter access - *NOTE* Also almost surrounded by private property on all sides,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),214659c8-76ab-4512-adf1-4b956ceb905b,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:31 AM,jascott7,7/1/2024 2:32:31 PM,-144.773465051,62.6282032010001
3167,AK-GLFO-RW-24709,,No,,AK_GlennallenFO_2024,209,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,2351.87002301025,,,62.6862280120241,-147.255822601052,Ryan Choi,Random - Oversample,5/8/2024 10:30:00 PM,,,,Vegetated site on N bank of Susitna River; Possible LZ in site vicinity,"Helicopter access, Goose Creek-Susitna River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),d7d8b641-6dff-4766-aa6c-698fcff2383d,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:33 AM,jascott7,7/1/2024 2:32:33 PM,-147.255822601,62.6862280120001
3168,AK-GLFO-RW-24710,,No,,AK_GlennallenFO_2024,210,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,2570.98190759277,,,63.2344319647789,-147.625784224514,Ryan Choi,Random - Oversample,5/8/2024 10:30:00 PM,,,,Vegetated site 2.0 mi NE of Denali Hwy; Possible LZ in site vicinity,"Helicopter access,  Butte Creek-Susitna River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),e1e5dec9-ea26-4ac2-b0b6-870faa0429f3,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:34 AM,jascott7,7/1/2024 2:32:36 PM,-147.625784224,63.2344319650001
3169,AK-GLFO-RW-24711,,No,,AK_GlennallenFO_2024,211,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Denali Borough,Alaska,X,6357.7917935791,,,63.573397709187,-147.195942584821,Ryan Choi,Rejected - Project manager approved,5/8/2024 10:30:00 PM,Non-target - Permanent deep water,Glacier/icefield; Not safe to land,Rejected from imagery,,,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),ec26b146-3ce8-4a1a-9937-77973ee5518c,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:36 AM,jascott7,7/1/2024 2:32:37 PM,-147.195942585,63.5733977090001
3170,AK-GLFO-RW-24712,,No,,AK_GlennallenFO_2024,212,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,1869.48051739502,,,62.409194677774,-145.329630864937,Ryan Choi,Random - Oversample,5/8/2024 10:45:00 PM,,,,Vegetated site 1.6 mi E of Richardson Hwy - but blocked by private access; Possible LZ in site vicinity,"Helicopter access, Sourdough Creek-Gulkana River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),32920c3a-b9a7-40dd-bde0-235e05b083dc,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:37 AM,jascott7,7/1/2024 2:32:40 PM,-145.329630865,62.4091946780001
3171,AK-GLFO-RW-24713,,No,,AK_GlennallenFO_2024,213,Random,Over,AK_GlennallenFO_2024,Prescribed Burn,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,2706.7094520874,,,62.7310767834794,-146.872590374453,Emma Lipscomb,Rejected - Project manager approved,8/12/2024 10:45:00 PM,"Permanently Inaccessible - Access denied, terrain","Cannot safely land helicopter, was attempted in the field with failure.",Cannot access on foot or vehicle,Vegetated site in Alphabet Hills; Possible LZ in site vicinity,"Helicopter access, AH burn area; Tyone River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),fbe4f9ef-b309-4c4a-b127-23fd5c15aa44,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:39 AM,eglipscomb,8/12/2024 10:33:30 PM,-146.872590375,62.731076783
3172,AK-GLFO-RW-24714,,No,,AK_GlennallenFO_2024,214,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,4246.0926126709,,,63.0527408630594,-148.464942968928,Ryan Choi,Random - Oversample,5/8/2024 10:45:00 PM,,,,Alpine vegetated site NW of Deadman Ck & W of Deadman Mt; Potential LZ in site vicinity,"Helicopter access, Deadman Creek watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),cc98e095-3eef-4a24-90a5-aca00f262dfc,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:41 AM,jascott7,7/1/2024 2:32:44 PM,-148.464942969,63.0527408630001
3173,AK-GLFO-RW-24715,,No,,AK_GlennallenFO_2024,215,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Southeast Fairbanks Census Area,Alaska,X,3701.36330603027,,,63.4826951084437,-145.910514151514,Ryan Choi,Random - Oversample,5/8/2024 10:45:00 PM,,,,Vegetated slope W of Delta River & Black Rapids Military Training Site; Potential LZ on ridge in site vicinity,"Helicopter access, Eureka Glacier watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),48dc877d-f1f1-4095-89ae-bc4bb2d42fd4,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:42 AM,jascott7,7/1/2024 2:32:47 PM,-145.910514151,63.482695108
3174,AK-GLFO-RW-24716,,No,,AK_GlennallenFO_2024,216,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,2821.75311920166,,,61.6540256457424,-145.242652626445,Ryan Choi,Random - Oversample,5/8/2024 10:45:00 PM,,,,Vegetated slope 2.0 mi W of Tonsina River & Richardson Hwy; Potential LZ in site vicinity,"Helicopter access, Little Tonsina River-Tonsina River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),899881fe-833c-498f-a70d-1d0cb4729395,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:43 AM,jascott7,7/1/2024 2:32:49 PM,-145.242652626,61.654025646
3175,AK-GLFO-RW-24717,,No,,AK_GlennallenFO_2024,217,Random,Over,AK_GlennallenFO_2024,Prescribed Burn,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,2608.75906604004,,,62.7277424086277,-146.493310167373,Ryan Choi,Random - Oversample,5/8/2024 11:00:00 PM,,,,Vegetated site S of W Fk of Gulkana River; Potential LZ 0.48 mi WSW in meadow clearing,"Helicopter access, Ah burn area; Headwaters West Fork Gulkana River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),60ae2927-fe76-4b4f-b8df-d5dbbb1ed515,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:45 AM,jascott7,7/1/2024 2:32:51 PM,-146.493310168,62.727742409
3176,AK-GLFO-RW-24718,,No,,AK_GlennallenFO_2024,218,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,3655.38725219727,,,63.4181989916377,-147.143079888518,Ryan Choi,Random - Oversample,5/8/2024 11:00:00 PM,,,,Vegetated slope E above Susitna Glacier outwash plain; Potential LZ in site vicinity,"Helicopter access, East Fork Susitna River-Susitna River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),916a95a6-4e71-45a8-bc52-7e34076495e4,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:46 AM,jascott7,7/1/2024 2:32:53 PM,-147.143079888,63.4181989910001
3177,AK-GLFO-RW-24719,,No,,AK_GlennallenFO_2024,219,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,3125.84238311768,,,62.9585087040303,-144.482551001995,Ryan Choi,Random - Oversample,5/8/2024 11:00:00 PM,,,,Forested site S of Mankomen Lk; Potential LZ 0.17 mi ENE of site,"Helicopter access, East Fork Chistochina River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),e2c31bec-d437-4edc-9e50-3825a61e20cb,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:48 AM,jascott7,7/1/2024 2:32:54 PM,-144.482551002,62.9585087040001
3178,AK-GLFO-RW-24720,,No,,AK_GlennallenFO_2024,220,Random,Over,AK_GlennallenFO_2024,Prescribed Burn,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,2580.74961120605,,,62.602876997149,-146.83635713303,Emma Lipscomb,Rejected - Project manager approved,8/12/2024 10:30:00 PM,"Permanently Inaccessible - Access denied, terrain","Cannot safely land helicopter, was attempted in field with failure.",Cannot access on foot or by vehicle.,Forested site E of Tyone River; Potential LZ 0.3 mi NW in forest clearing,"Helicopter access, Tyone River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),c95539bd-a89f-4bef-86cf-545083dc7ec3,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:50 AM,eglipscomb,8/12/2024 10:34:41 PM,-146.836357133,62.6028769970001
3179,AK-GLFO-RW-24721,,No,,AK_GlennallenFO_2024,221,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Denali Borough,Alaska,X,4462.1339666748,,,63.4607796195767,-148.272519627956,Ryan Choi,Random - Oversample,5/8/2024 11:15:00 PM,,,,Alpine ridge; Vegetated status unknown; Potential LZ on ridgeline,"Helicopter access, Headwaters Nenana River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),985956dd-4827-423d-9a45-608ea75144fe,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:51 AM,jascott7,7/1/2024 2:32:58 PM,-148.272519628,63.46077962
3180,AK-GLFO-RW-24722,,No,,AK_GlennallenFO_2024,222,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,2427.95481896973,,,62.9747886789797,-147.466185402306,Ryan Choi,Random - Oversample,5/8/2024 11:15:00 PM,,,,Vegetated site N of Coal Lk & S/W of Susitna River; Potential LZ in site vicinity,"Helicopter access, Opal Creek-Susitna River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),0c6ff57b-9601-4d76-9003-70bba6327c1f,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:53 AM,jascott7,7/1/2024 2:33:00 PM,-147.466185402,62.974788679
3181,AK-GLFO-RW-24723,,No,,AK_GlennallenFO_2024,223,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,6210.82766516113,,,63.4609824292645,-146.607133330907,Ryan Choi,Rejected - Project manager approved,5/8/2024 11:15:00 PM,Non-target - Permanent deep water,Glacier/icefield; Not safe to land,Rejected from imagery,,,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),483b7fe0-7ef3-4659-908c-0d6e578fd034,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:54 AM,jascott7,7/1/2024 2:33:02 PM,-146.607133331,63.4609824290001
3182,AK-GLFO-RW-24724,,No,,AK_GlennallenFO_2024,224,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,2604.3660425415,,,62.9311785032286,-145.958616136764,Ryan Choi,Random - Oversample,5/8/2024 11:15:00 PM,,,,Forested site E of Dickey Lk & N side of Middle Fk Gulkana River; Potential LZ in valley bottom 0.3 mi to SW of site,"Helicopter access, Middle Fork Gulkana River Watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),0e8565ba-bc01-4fbf-b694-51c9ef87d323,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:56 AM,jascott7,7/1/2024 2:33:04 PM,-145.958616136,62.9311785030001
3183,AK-GLFO-RW-24725,,No,,AK_GlennallenFO_2024,225,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,3348.0940869751,,,63.0572943733295,-146.44413130161,Ryan Choi,Random - Oversample,5/8/2024 11:30:00 PM,,,,Vegetated siteE of Maclaren River & 2.0 mi S of Denali Hwy; Potential LZ in site vicinity,"Helicopter access, Headwaters Maclaren River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),a834c7ff-8027-4da6-8213-390ac68d9ded,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:57 AM,jascott7,7/1/2024 2:33:06 PM,-146.444131302,63.057294373
3184,AK-GLFO-RW-24726,,No,,AK_GlennallenFO_2024,226,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,3012.61744415283,,,62.8717127450051,-147.756184856982,Ryan Choi,Random - Oversample,5/8/2024 11:30:00 PM,,,,Vegetated slope N of Jay Ck; Potential LZ in site vicinity,"Helicopter access, Goose Creek-Susitna River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),120feee7-77a8-4b34-95c7-bc1479e88ebf,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:59 AM,jascott7,7/1/2024 2:33:08 PM,-147.756184857,62.8717127450001
3185,AK-GLFO-RW-24727,,No,,AK_GlennallenFO_2024,227,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Southeast Fairbanks Census Area,Alaska,X,3573.65582800293,,,63.5216490467565,-146.988946644847,Ryan Choi,Rejected - Project manager approved,5/8/2024 11:30:00 PM,Non-target - Permanent deep water,Glacier/icefield; Not safe to land,Rejected from imagery,,,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),ee197dc7-cce2-497b-b443-557b197c98f0,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:45:00 AM,jascott7,7/1/2024 2:33:10 PM,-146.988946644,63.521649047
3186,AK-GLFO-RW-24728,,No,,AK_GlennallenFO_2024,228,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,2092.24607904053,,,62.5339160871757,-145.652513228051,Ryan Choi,Random - Oversample,5/9/2024 12:45:00 AM,,,,Vegetated site SW of Gulkana River; Potential LZ in site vicinity,"Helicopter access, Sourdough Creek-Gulkana River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),142f046e-0370-4369-a1c9-71e18eb542a0,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:45:01 AM,jascott7,7/1/2024 2:33:12 PM,-145.652513228,62.5339160870001
3187,AK-GLFO-RW-24729,,No,,AK_GlennallenFO_2024,229,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,2600.76543341064,,,63.2616284864265,-147.525052204309,Ryan Choi,Random - Oversample,5/8/2024 11:45:00 PM,,,,Vegetated site W of Susitna River; Potential LZ in site vicinity,"Helicopter access, Butte Creek-Susitna River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),e6e3ad78-840a-431b-8d6e-fe0c15971178,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:45:03 AM,jascott7,7/1/2024 2:33:14 PM,-147.525052204,63.2616284870001
3188,AK-GLFO-RW-24730,,No,,AK_GlennallenFO_2024,230,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,2781.5442479248,,,61.8537484224199,-145.842133027538,Ryan Choi,Random - Oversample,5/8/2024 11:45:00 PM,,,,Forested sitein headwaters of Nickel Ck; Potential LZ 0.03 mi in meadow to the N,"Helicopter access, Tazlina River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),4a4adfc1-f1ba-4bd4-bf44-71ee0d04d396,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:45:04 AM,jascott7,7/1/2024 2:33:16 PM,-145.842133027,61.8537484220001
