objectid,GlobalID,AdminState,Plot ID,Plot Key,ProjectName,Office,Crew Number,Date,DateFormat,Observer,Recorder,Person checking values,Person recording values,Comments,Plot Layout,PlotLayoutNotes,Plot Shape,Plot Area,Plot Radius,Plot Length,Plot Width,Are Plant Species Present?,Search Time,All Unknown Codes used,All Species in the form,CreationDate,Creator,EditDate,Editor,AllSpeciesCheck,x,y
601,a6dc9c1b-665b-4723-9a7b-8fc3af69d592,ID,OFOSUM2024-06-002,ID_OFO_HAF_SUM_2024_OFOSUM2024-06-002_V1,ID_OFO_HAF_2024,IDB03,92,8/17/2024 18:00,2024-08-17,KianMcDonough,Other,,,,Spoke,,circle,2827.43,30,,,Yes,25,"PF92090, PF92091, PF92092, AF92038, PF92089",,08/19/2024 20:57:31.030,richelle.yunger,08/19/2024 20:57:31.030,richelle.yunger,,-116.8301044,43.19314836
602,905cfcae-3562-496d-a807-749f9f5c94a3,ID,OFOWNT2024-06-001,ID_OFO_HAF_WNT_2024_OFOWNT2024-06-001_V1,ID_OFO_HAF_2024,IDB03,92,8/17/2024 18:00,2024-08-17,KianMcDonough,Other,,,,Spoke,,circle,2827.43,30,,,Yes,17,"AF92039, PF92094, PF92093",,08/19/2024 20:57:32.914,richelle.yunger,08/19/2024 20:57:32.914,richelle.yunger,,-116.8012355,43.19785969
603,b0517a0a-1241-4286-888d-ded52192ef5b,ID,OFOWNT2024-04-001,ID_OFO_HAF_WNT_2024_OFOWNT2024-04-001_V1,ID_OFO_HAF_2024,IDB03,92,8/18/2024 18:00,2024-08-18,KianMcDonough,Other,,,,Spoke,,circle,2827.43,30,,,Yes,17,AF92040,,08/19/2024 20:57:34.710,richelle.yunger,08/19/2024 20:57:34.710,richelle.yunger,,-116.804904,43.24587885
604,377b10f1-a4f8-40a4-b038-dde11c0b1afc,ID,OFOSUM2024-05-002,ID_OFO_HAF_SUM_2024_OFOSUM2024-05-002_V1,ID_OFO_HAF_2024,IDB03,92,8/16/2024 18:00,2024-08-16,KianMcDonough,Other,,,,Spoke,,circle,2827.43,30,,,Yes,19,"PF92088, AF92037, PF92087",,08/19/2024 21:06:54.445,richelle.yunger,08/19/2024 21:06:54.445,richelle.yunger,,-116.8320167,43.22324784
605,9f10529e-1567-4a74-8996-786a418499a0,ID,USFO2023-NR-017,ID_USFO_LUP_2023_USFO2023-NR-017_V1,ID_USFO_LUP_2023,IDI01,04,8/15/2024 18:00,2024-08-15,Sophia Lieberman,Sophia Lieberman,Fiona Jordan,Sophia Lieberman,,Spoke,,circle,2827.43,30,,,Yes,26,"PF04199, PF04200, PF04201, PF04205, PF04206, AF04202, PF04203, PF04207, PF04208",,08/19/2024 21:28:40.239,sophielieb3,08/19/2024 21:28:40.239,sophielieb3,,-112.8513577,43.93904405
606,4c2b3f4f-e6a8-40e0-960c-f59e23df5054,ID,USFO2023-NR-018,ID_USFO_LUP_2023_USFO2023-NR-018_V1,ID_USFO_LUP_2023,IDI01,04,8/16/2024 18:00,2024-08-16,Sophia Lieberman,Sophia Lieberman,Fiona Jordan,Sophia Lieberman,,Spoke,,circle,2827.43,30,,,Yes,27,"PF04210, PF04211, PF04213, AF04212",,08/19/2024 21:28:42.050,sophielieb3,08/19/2024 21:28:42.050,sophielieb3,,-112.8908871,44.09895806
607,63e809b7-c775-4ef5-9de7-d3212591bdc8,ID,USFO2023-051,ID_USFO_LUP_2023_USFO2023-051_V1,ID_USFO_LUP_2023,IDI01,04,8/18/2024 18:00,2024-08-18,Sophia Lieberman,Sophia Lieberman,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/19/2024 21:28:43.786,sophielieb3,08/19/2024 21:28:43.786,sophielieb3,,-111.2652003,43.93287359
608,03716993-96ab-43ae-b045-0e85a0aa3491,ID,USFO2023-077,ID_USFO_LUP_2023_USFO2023-077_V1,ID_USFO_LUP_2023,IDI01,04,8/14/2024 18:00,2024-08-14,Sophia Lieberman,Sophia Lieberman,Fiona Jordan,Sophia Lieberman,,Spoke,,circle,2827.43,30,,,Yes,23,"PF04196, PF04195, PF04197, PF04198",,08/19/2024 21:29:42.647,sophielieb3,08/19/2024 21:29:42.647,sophielieb3,,-112.8960646,43.39370142
609,d47b94d9-7f33-4e76-91da-57d8daa9ce02,ID,USFO2023-085,ID_USFO_LUP_2023_USFO2023-085_V2,ID_USFO_LUP_2023,IDI01,04,8/14/2024 18:00,2024-08-14,Sophia Lieberman,Sophia Lieberman,Fiona Jordan,Sophia Lieberman,,Spoke,,circle,2827.43,30,,,Yes,17,,,08/19/2024 21:29:44.702,sophielieb3,08/19/2024 21:29:44.702,sophielieb3,,-112.9047196,43.41926823
610,d9dc5502-bee6-4818-89a1-803486a60e70,ID,USFO2023-076,ID_USFO_LUP_2023_USFO2023-076_V2,ID_USFO_LUP_2023,IDI01,04,8/15/2024 18:00,2024-08-15,Sophia Lieberman,Sophia Lieberman,Fiona Jordan,Sophia Lieberman,,Spoke,,circle,2827.43,30,,,Yes,15,PF04209,,08/19/2024 21:29:46.314,sophielieb3,08/19/2024 21:29:46.314,sophielieb3,,-112.8524104,43.93569378
611,d088f1c8-fe98-432d-bf75-ba687be130ff,ID,USFO2023-060,ID_USFO_LUP_2023_USFO2023-060_V2,ID_USFO_LUP_2023,IDI01,04,8/17/2024 18:00,2024-08-17,Sophia Lieberman,Sophia Lieberman,Fiona Jordan,Sophia Lieberman,,Spoke,,circle,2827.43,30,,,Yes,45,"PF04226, PF04227, PF04228, PF04229, PG04231, PF04233, PF04230, PF04234, PF04232",,08/19/2024 21:29:48.235,sophielieb3,08/19/2024 21:29:48.235,sophielieb3,,-112.2828026,44.17697257
612,46df140b-ac66-4d53-9d77-aead734c5f73,ID,USFO2023-068,ID_USFO_LUP_2023_USFO2023-068_V2,ID_USFO_LUP_2023,IDI01,04,8/17/2024 18:00,2024-08-17,Sophia Lieberman,Sophia Lieberman,Fiona Jordan,Sophia Lieberman,,Spoke,,circle,2827.43,30,,,Yes,54,"PF04214, PF04215, PF04216, AF04217, SH04224, PF04218, PF04219, PF04220, PF04221, AF04222, PF04223, AF04225",,08/19/2024 21:29:50.332,sophielieb3,08/19/2024 21:29:50.332,sophielieb3,,-111.942612,43.82654956
613,481755ec-8703-4569-b206-2015fe1e77d6,ID,USFO2023-044,ID_USFO_LUP_2023_USFO2023-044_V2,ID_USFO_LUP_2023,IDI01,08,8/14/2024 18:00,2024-08-14,Wilson Colby,Wilson Colby,Zoe Transtrum,Wilson Colby,,Spoke,,circle,2827.43,30,,,Yes,40,AF08300,,08/20/2024 16:52:56.803,wzcolby,08/20/2024 16:52:56.803,wzcolby,,-112.5421613,44.19962242
614,5089b107-0768-4ac6-9904-2fafd0c751d1,ID,USFO2023-NR-020,ID_USFO_LUP_2023_USFO2023-NR-020_V1,ID_USFO_LUP_2023,IDI01,08,8/14/2024 18:00,2024-08-14,Wilson Colby,Wilson Colby,Zoe Transtrum,Wilson Colby,,Spoke,,circle,2827.43,30,,,Yes,35,AF08301,,08/20/2024 16:52:58.751,wzcolby,08/20/2024 16:52:58.751,wzcolby,,-112.5108439,44.17593512
615,798e1878-238b-4c20-8c33-bc1d28e6a176,ID,USFO2023-078,ID_USFO_LUP_2023_USFO2023-078_V2,ID_USFO_LUP_2023,IDI01,08,8/16/2024 18:00,2024-08-16,Wilson Colby,Wilson Colby,Zoe Transtrum,Wilson Colby,,Spoke,,circle,2827.43,30,,,Yes,35,,,08/20/2024 16:53:00.388,wzcolby,08/20/2024 16:53:00.388,wzcolby,,-112.3273739,44.04109436
616,b61a77c4-4233-42e8-a0b1-a1b6dc845c8f,ID,USFO2023-058,ID_USFO_LUP_2023_USFO2023-058_V2,ID_USFO_LUP_2023,IDI01,08,8/17/2024 18:00,2024-08-17,Wilson Colby,Wilson Colby,Zoe Transtrum,Wilson Colby,,Spoke,,circle,2827.43,30,,,Yes,35,AF08314,,08/20/2024 16:53:02.345,wzcolby,08/20/2024 16:53:02.345,wzcolby,,-112.1044714,44.1001421
617,1e44f1c4-f4f7-4f44-ab5d-3bc17ad867bb,ID,USFO2023-083,ID_USFO_LUP_2023_USFO2023-083_V2,ID_USFO_LUP_2023,IDI01,08,8/18/2024 18:00,2024-08-18,Wilson Colby,Wilson Colby,Zoe Transtrum,Wilson Colby,,Spoke,,circle,2827.43,30,,,Yes,35,PF08320,,08/20/2024 16:53:04.108,wzcolby,08/20/2024 16:53:04.108,wzcolby,,-111.5839069,44.11994526
618,d815b43e-8cb0-4c77-b6dd-8a5c8be8a928,ID,USFO2023-056,ID_USFO_LUP_2023_USFO2023-056_V2,ID_USFO_LUP_2023,IDI01,08,8/15/2024 18:00,2024-08-15,Zoe Transtrum,Zoe Transtrum,,,,Spoke,,circle,2827.43,30,,,Yes,30,,,08/20/2024 16:54:04.009,zoetranstrum,08/20/2024 16:54:04.009,zoetranstrum,,-112.4068758,43.93841617
619,a00001a1-b2da-4432-b45b-60e673c31c8a,ID,USFO2023-046,ID_USFO_LUP_2023_USFO2023-046_V2,ID_USFO_LUP_2023,IDI01,08,8/16/2024 18:00,2024-08-16,Zoe Transtrum,Zoe Transtrum,,,,Spoke,,circle,2827.43,30,,,Yes,25,"AF08310, AF08311, AF08312",,08/20/2024 16:54:06.167,zoetranstrum,08/20/2024 16:54:06.167,zoetranstrum,,-112.3921279,44.00122191
620,040eb1ca-e284-4c0e-957b-db754230f628,ID,SAFO2023-084,ID_SAFO_LUP_2023_SAFO2023-084_V2,ID_SAFO_LUP_2023,IDI04,01,8/14/2024 18:00,2024-08-14,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,21,,,08/20/2024 19:19:44.514,noahduncanreid7,08/20/2024 19:19:44.514,noahduncanreid7,,-113.6828869,44.77041723
621,00cff532-3e33-4bc6-833c-348f4d39b062,ID,SAFO2023-065,ID_SAFO_LUP_2023_SAFO2023-065_V2,ID_SAFO_LUP_2023,IDI04,01,8/17/2024 18:00,2024-08-17,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,19,"PF01048, AF01030",,08/20/2024 19:19:46.439,noahduncanreid7,08/20/2024 19:19:46.439,noahduncanreid7,,-113.5796506,44.91994854
622,03080bbb-ed86-4e2b-ac2b-9e90fa1ecba3,ID,SAFO2023-085,ID_SAFO_LUP_2023_SAFO2023-085_V1,ID_SAFO_LUP_2023,IDI04,01,8/18/2024 18:00,2024-08-18,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,25,"PG01051, PF01050",,08/20/2024 19:19:48.490,noahduncanreid7,08/20/2024 19:19:48.490,noahduncanreid7,,-113.4967819,44.98474572
623,b780dd40-5373-48c2-bcb1-a1953563d59c,ID,SAFO2023-068,ID_SAFO_LUP_2023_SAFO2023-068_V2,ID_SAFO_LUP_2023,IDI04,01,8/16/2024 18:00,2024-08-16,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,17,,,08/20/2024 20:36:40.329,noahduncanreid7,08/20/2024 20:36:40.329,noahduncanreid7,,-113.6494433,44.89049126
624,b1ca0a9c-5e90-4e42-b3b7-83a655e7d766,ID,FRFO2024-MNTN-129,ID_FRFO_LUP_2024_FRFO2024-MNTN-129_V1,ID_FRFO_LUP_2024,IDB01,06,8/16/2024 18:00,2024-08-16,Anjali Shukla,Anjali Shukla,Anjali Shukla,Anjali Shukla,,Spoke,,circle,2827.43,30,,,Yes,15,"PF06084, AF06079, PF06085, AF06080, AF06081, PF06086, PF06087, AG06003, AF06082, PF06088",,08/20/2024 20:55:12.026,shukla.anjalirani,08/20/2024 20:55:12.026,shukla.anjalirani,,-115.6645822,43.56538962
625,ddb7f2d2-6747-4591-87a7-cee2a1417069,ID,FRFO2024-FTHL-021,ID_FRFO_LUP_2024_FRFO2024-FTHL-021_V1,ID_FRFO_LUP_2024,IDB01,06,8/18/2024 18:00,2024-08-18,Anjali Shukla,Anjali Shukla,Anjali Shukla,Anjali Shukla,,Spoke,,circle,2827.43,30,,,Yes,15,"PF06091, AF06090, AF06091",,08/20/2024 20:55:14.027,shukla.anjalirani,08/20/2024 20:55:14.027,shukla.anjalirani,,-116.3901285,44.50825217
626,bcd2fdc3-ce1a-4ef1-bd71-58b9292ba2a4,ID,FRFO2024-FTHL-020,ID_FRFO_LUP_2024_FRFO2024-FTHL-020_V1,ID_FRFO_LUP_2024,IDB01,06,8/14/2024 18:00,2024-08-14,Samantha Kennel,Samantha Kennel,,,,Spoke,,circle,2827.43,30,,,Yes,18,,,08/20/2024 20:55:16.148,shukla.anjalirani,08/23/2024 22:50:26.237,wthiel@blm.gov_BLM_EGIS,,-115.4163186,43.21260149
627,2f435d21-0db2-4f21-a3ea-da07e3a6a11c,ID,FRFO2024-MNTN-128,ID_FRFO_LUP_2024_FRFO2024-MNTN-128_V1,ID_FRFO_LUP_2024,IDB01,06,8/17/2024 18:00,2024-08-17,Samantha Kennel,Samantha Kennel,,,,Spoke,,circle,2827.43,30,,,Yes,27,"PF 06 089 090
AF 06 085-087",,08/20/2024 20:55:18.517,shukla.anjalirani,08/20/2024 20:55:18.517,shukla.anjalirani,,-116.0637735,44.01730814
628,7fa63c21-c424-46db-925a-f4a5f5a6753a,ID,FRFO2024-NR-MNTN-143,ID_FRFO_LUP_2024_FRFO2024-NR-MNTN-143_V1,ID_FRFO_LUP_2024,IDB01,06,8/19/2024 18:00,2024-08-19,Samantha Kennel,Samantha Kennel,,,,Spoke,,circle,2827.43,30,,,Yes,18,"PF06 092 093
AF06 092",,08/20/2024 20:55:20.531,shukla.anjalirani,08/20/2024 20:55:20.531,shukla.anjalirani,,-116.2103268,44.92366191
629,78be7e76-003b-4d7c-8008-95e90d81efa3,ID,SAFO2023-079,ID_SAFO_LUP_2023_SAFO2023-079_V2,ID_SAFO_LUP_2023,IDI04,01,8/13/2024 18:00,2024-08-13,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,16,,,08/20/2024 21:06:44.309,noahduncanreid7,08/20/2024 21:06:44.309,noahduncanreid7,,-113.6605263,44.9370937
630,055659a9-f672-4e91-850c-f6e0e806d289,ID,SAFO2023-081,ID_SAFO_LUP_2023_SAFO2023-081_V2,ID_SAFO_LUP_2023,IDI04,01,8/16/2024 18:00,2024-08-16,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,26,,,08/20/2024 21:06:46.138,noahduncanreid7,08/20/2024 21:06:46.138,noahduncanreid7,,-113.5269565,44.86780969
631,0b2c46c5-60e8-4fbd-99b1-43df61041a56,ID,SAFO2023-071,ID_SAFO_LUP_2023_SAFO2023-071_V1,ID_SAFO_LUP_2023,IDI04,01,8/17/2024 18:00,2024-08-17,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,15,"PF01056, PF01057",,08/20/2024 21:06:47.981,noahduncanreid7,08/20/2024 21:06:47.981,noahduncanreid7,,-113.7784767,44.89586537
632,830f7801-9c87-49d6-937e-6a77776a6dbc,ID,FY24-024,ID_BDO_FUELS_TriState_2022_FY24-024_V1,ID_BDO_TriStateFuels_2024,IDB00,19,8/21/2024 18:00,2024-08-21,Ryan Fong,Ryan Fong,,,,Other,Lentic,squarerectangle,3600,,60,60,Yes,15,,,08/23/2024 23:43:51.822,ngamble98,08/23/2024 23:43:51.822,ngamble98,,-117.0159047,42.04971738
633,7be6f2cd-4c37-4b32-814f-4126cbca94c4,ID,FY24-025,ID_BDO_FUELS_TriState_2022_FY24-025_V1,ID_BDO_TriStateFuels_2024,IDB00,19,8/21/2024 18:00,2024-08-21,Nate Gamble,Nate Gamble,,,,Other,Lentic,squarerectangle,3600,,60,60,Yes,15,,,08/23/2024 23:43:53.602,ngamble98,08/23/2024 23:43:53.602,ngamble98,,-116.9288807,42.02562653
634,27d61042-adb6-42ee-a43f-8bf259f2ff99,ID,FY24-029,ID_BDO_FUELS_TriState_2022_FY24-029_V1,ID_BDO_TriStateFuels_2024,IDB00,19,8/21/2024 18:00,2024-08-21,Nikoli Ikerd,Nikoli Ikerd,,,,Other,Lentic,squarerectangle,3600,,60,60,Yes,15,,,08/23/2024 23:43:55.228,ngamble98,08/23/2024 23:43:55.228,ngamble98,,-116.6804065,42.13027839
635,5cdf974f-9951-48bc-96b2-3fcbc7344140,ID,Low Sagebrush Cool Moist-31,ID_BDO_BOSH_2019_LowSagebrushCoolMoist-31_V2,Idaho BOSH 2019,IDB00,19,8/22/2024 18:00,2024-08-22,Ryan Fong,Ryan Fong,,,,Spoke,,circle,2827.43,30,,,Yes,25,,,08/23/2024 23:43:56.899,ngamble98,08/23/2024 23:43:56.899,ngamble98,,-116.4742572,42.84283326
636,3abf081d-0406-4a13-9a32-c6a2a3e0c19e,ID,Big Sagebrush Cool Moist-10,ID_BDO_BOSH_2019_BigSagebrushCoolMoist-10_V2,Idaho BOSH 2019,IDB00,19,8/22/2024 18:00,2024-08-22,Nate Gamble,Nate Gamble,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/23/2024 23:43:58.613,ngamble98,08/23/2024 23:43:58.613,ngamble98,,-116.495335,42.84239474
637,66250510-3252-4718-ad4d-d48ed8a1523f,ID,Big Sagebrush Cool Moist-15,ID_BDO_BOSH_2019_BigSagebrushCoolMoist-15_V2,Idaho BOSH 2019,IDB00,19,8/23/2024 18:00,2024-08-23,Nikoli Ikerd,Nikoli Ikerd,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/23/2024 23:44:00.277,ngamble98,08/23/2024 23:44:00.277,ngamble98,,-116.4937178,42.82849573
638,a5520169-506a-4192-a024-5562569370dd,ID,Big Sagebrush Cool Moist-11,ID_BDO_BOSH_2019_BigSagebrushCoolMoist-11_V2,Idaho BOSH 2019,IDB00,19,8/23/2024 18:00,2024-08-23,Ryan Fong,Ryan Fong,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/23/2024 23:44:01.917,ngamble98,08/23/2024 23:44:01.917,ngamble98,,-116.5171881,42.83409475
639,73fcf636-1343-4d2c-804f-7fb33a6050d9,ID,SAFO2023-NR-016,ID_SAFO_LUP_2023_SAFO2023-NR-016_V1,ID_SAFO_LUP_2023,IDI04,01,8/15/2024 18:00,2024-08-15,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,30,PF01056,,08/26/2024 19:29:14.438,noahduncanreid7,08/26/2024 19:29:14.438,noahduncanreid7,,-113.6684096,44.78694281
640,2a2efe17-164a-49f0-98d8-53b805138f92,ID,SAFO2023-NR-018,ID_SAFO_LUP_2023_SAFO2023-NR-018_V1,ID_SAFO_LUP_2023,IDI04,01,8/26/2024 18:00,2024-08-26,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,23,PG01052,,08/26/2024 19:38:46.501,noahduncanreid7,08/26/2024 19:38:46.501,noahduncanreid7,,-113.794829,45.090306
641,3fb5bc73-9004-4bfc-94fa-3727ed6152e7,ID,Big Sagebrush Cool Moist-13,ID_BDO_BOSH_2019_BigSagebrushCoolMoist-13_V2,Idaho BOSH 2019,IDB00,19,8/24/2024 18:00,2024-08-24,Nate Gamble,Nate Gamble,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/28/2024 17:27:44.106,ngamble98,08/28/2024 17:27:44.106,ngamble98,,-116.4481532,42.86409538
642,27d85d88-da95-415f-b6ef-9ea996e57aaf,ID,Low Sagebrush Cool Moist-38,ID_BDO_BOSH_2019_LowSagebrushCoolMoist-38_V2,Idaho BOSH 2019,IDB00,19,8/25/2024 18:00,2024-08-25,Nikoli Ikerd,Nikoli Ikerd,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/28/2024 17:27:46.567,ngamble98,08/28/2024 17:27:46.567,ngamble98,,-116.5146905,42.77505978
643,7083e6c6-d3f7-4a29-9c45-e05b17208fe8,ID,Salt Desert Mix-59,ID_BDO_BOSH_2019_SaltDesertMix-59_V2,Idaho BOSH 2019,IDB00,19,8/26/2024 18:00,2024-08-26,Nikoli Ikerd,Nikoli Ikerd,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/28/2024 17:27:48.745,ngamble98,08/28/2024 17:27:48.745,ngamble98,,-116.4391714,42.82532074
644,db1fb435-52a5-465e-a5f1-ebc56beb7d2b,ID,Salt Desert Mix-58,ID_BDO_BOSH_2019_SaltDesertMix-58_V2,Idaho BOSH 2019,IDB00,19,8/26/2024 18:00,2024-08-26,Ryan Fong,Ryan Fong,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/28/2024 17:27:50.708,ngamble98,08/28/2024 17:27:50.708,ngamble98,,-116.4506769,42.82324877
645,e181b9f8-7cff-448b-a89f-f9f15f040c22,ID,Big Sagebrush Warm Dry-22,ID_BDO_BOSH_2019_BigSagebrushWarmDry-22_V2,Idaho BOSH 2019,IDB00,19,8/27/2024 18:00,2024-08-27,Nate Gamble,Nate Gamble,,,,Spoke,,circle,2827.43,30,,,Yes,15,"SH19001, PG19001, PF19001, AF19001",,08/28/2024 17:27:53.172,ngamble98,09/04/2024 21:29:27.385,ngamble98,,-116.4671254,42.88001176
646,44ed62a2-51af-4c0f-ac68-b3cac5f92e1f,ID,Low Sagebrush Warm Dry-44,ID_BDO_BOSH_2019_LowSagebrushWarmDry-44_V2,Idaho BOSH 2019,IDB00,19,8/27/2024 18:00,2024-08-27,Nikoli Ikerd,Nikoli Ikerd,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/28/2024 17:27:55.009,ngamble98,08/28/2024 17:27:55.009,ngamble98,,-116.464575,42.92302208
647,b8dcd1d1-d505-480d-ba5c-8803de5dfcfc,ID,Low Sagebrush Warm Dry-45,ID_BDO_BOSH_2019_LowSagebrushWarmDry-45_V2,Idaho BOSH 2019,IDB00,19,8/28/2024 18:00,2024-08-28,Ryan Fong,Nate Gamble,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/28/2024 17:27:57.087,ngamble98,09/09/2024 18:03:00.937,wthiel@blm.gov_BLM_EGIS,,-116.5085133,42.80552364
648,bfd7a959-1fd8-4a1d-a268-8784671be556,ID,Other-54,ID_BDO_BOSH_2019_Other-54_V2,Idaho BOSH 2019,IDB00,19,8/28/2024 18:00,2024-08-28,Nate Gamble,Nate Gamble,,,,Spoke,,circle,2827.43,30,,,Yes,15,PF19002,,08/28/2024 17:27:59.123,ngamble98,09/09/2024 18:14:09.957,wthiel@blm.gov_BLM_EGIS,,-116.5080875,42.80919685
649,2125987c-6461-403c-8fa3-adcb28f518b7,ID,CultivatedField-6,ID_PFO_IRA_MORGAN_2024_CultivatedField-6_V1,ID_PFO_IRA_2024,IDI02,17,8/28/2024 18:00,2024-08-28,Karen Kraus,Karen Kraus,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/29/2024 21:34:34.137,dretherford@blm.gov_BLM_EGIS,08/29/2024 21:34:34.137,dretherford@blm.gov_BLM_EGIS,,-111.9280842,43.07299446
650,bb097981-343a-47e5-9917-43f9f6c45495,ID,CultivatedField-4,ID_PFO_IRA_MORGAN_2024_CultivatedField-4_V1,ID_PFO_IRA_2024,IDI02,17,8/28/2024 18:00,2024-08-28,Karen Kraus,Karen Kraus,Cassidy Braver,Karen Kraus,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/29/2024 21:34:36.147,dretherford@blm.gov_BLM_EGIS,09/06/2024 17:04:25.731,wthiel@blm.gov_BLM_EGIS,,-111.9265786,43.07356908
651,9d44f8b0-0d3b-48ea-9cf9-933bba0a152f,ID,CultivatedField-5,ID_PFO_IRA_MORGAN_2024_CultivatedField-5_V1,ID_PFO_IRA_2024,IDI02,17,8/28/2024 18:00,2024-08-28,Karen Kraus,Karen Kraus,Cassidy Braver,Karen Kraus,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/29/2024 21:34:38.125,dretherford@blm.gov_BLM_EGIS,09/06/2024 16:34:55.698,wthiel@blm.gov_BLM_EGIS,,-111.92729,43.0722284
652,2dc9c837-ed28-4a6d-ba8f-8d938d20b836,ID,CultivatedField-2,ID_PFO_IRA_MORGAN_2024_CultivatedField-2_V1,ID_PFO_IRA_2024,IDI02,17,8/27/2024 18:00,2024-08-27,Karen Kraus,Cassidy Braver,Karen Kraus,Cassidy Braver,,Spoke,,circle,2827.43,30,,,Yes,15,PF17020,,08/29/2024 21:44:59.920,kkraus@blm.gov_BLM_EGIS,08/29/2024 21:44:59.920,kkraus@blm.gov_BLM_EGIS,,-111.9296632,43.06404465
653,d3548a48-dbeb-4f4b-8ed7-1785774608e9,ID,CultivatedField-7,ID_PFO_IRA_MORGAN_2024_CultivatedField-7_V1,ID_PFO_IRA_2024,IDI02,17,8/27/2024 18:00,2024-08-27,Karen Kraus,Jewelia Hawker,Karen Kraus,Jewelia Hawker,,Spoke,,circle,2827.43,30,,,Yes,15,AF17004,,08/29/2024 21:45:02.401,kkraus@blm.gov_BLM_EGIS,08/29/2024 21:45:02.401,kkraus@blm.gov_BLM_EGIS,,-111.9297265,43.06277349
654,f0686391-4200-48a0-a68e-020d74862fed,ID,CultivatedField-3,ID_PFO_IRA_MORGAN_2024_CultivatedField-3_V1,ID_PFO_IRA_2024,IDI02,17,8/29/2024 18:00,2024-08-29,Karen Kraus,Field Tech 1,Field Tech 1,Karen Kraus,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/29/2024 21:45:04.713,kkraus@blm.gov_BLM_EGIS,08/29/2024 21:45:04.713,kkraus@blm.gov_BLM_EGIS,,-111.9264297,43.0715502
655,4410ee0c-4c29-44a1-9ea6-2d43282a969f,ID,BigCM-044,ID_BFO_LUP_2022_BigCM-044_V2,ID_BFO_LUP_2022,IDB02,05,8/28/2024 18:00,2024-08-28,Maggie Welsh,Maggie Welsh,,,,Spoke,,circle,2827.43,30,,,Yes,20,AG05600,,09/02/2024 16:09:47.303,mmwsd12,09/02/2024 16:09:47.303,mmwsd12,,-116.3936098,42.76803292
656,63097ea5-82c6-49ee-92dd-2f207acc6183,ID,UA-2022-209,ID_OFO_LUP_2022_UA-2022-209_V2,ID_OFO_LUP_2022,IDB03,05,8/29/2024 18:00,2024-08-29,Clare List,Clare List,,,,Spoke,,circle,2827.43,30,,,Yes,40,"AF05601, AF05602, AF05603",,09/02/2024 16:13:23.279,mmwsd12,09/02/2024 16:13:23.279,mmwsd12,,-116.508073,42.80924395
657,74f9c908-f2f3-4250-aac8-cbc3f73150f3,ID,FRFO2024-FTHL-007,ID_FRFO_LUP_2024_FRFO2024-FTHL-007_V1,ID_FRFO_LUP_2024,IDB01,05,8/30/2024 18:00,2024-08-30,Clare List,Clare List,,,,Spoke,,circle,2827.43,30,,,Yes,30,AF05604,,09/02/2024 16:13:25.387,mmwsd12,09/02/2024 16:13:25.387,mmwsd12,,-116.891228,44.41760614
658,ffb833fc-48f6-4150-874e-aa1b8858d9d4,ID,FRFO2024-FTHL-023,ID_FRFO_LUP_2024_FRFO2024-FTHL-023_V1,ID_FRFO_LUP_2024,IDB01,05,8/31/2024 18:00,2024-08-31,Clare List,Clare List,,,,Spoke,,circle,2827.43,30,,,Yes,30,"AF05605, AG05601, AG05602",,09/02/2024 16:13:27.417,mmwsd12,09/02/2024 16:13:27.417,mmwsd12,,-116.8489187,44.43619458
